"choiceColorCombos"
""
"A/G,G/BK"
"A/G,G/BU"
"A/G,G/G"
"A/G,G/O"
"A/G,G/P"
"A/G,G/PK"
"A/G,G/R"
"A/G,G/W"
"A/G,G/Y"
"A/G,O"
"A/G,O/BK"
"A/G,O/BU"
"A/G,O/G"
"A/G,O/O"
"A/G,O/P"
"A/G,O/PK"
"A/G,O/R"
"A/G,O/W"
"A/G,O/Y"
"A/G,P"
"A/G,P/BK"
"A/G,P/BU"
"A/G,P/G"
"A/G,P/O"
"A/G,P/P"
"A/G,P/PK"
"A/G,P/R"
"A/G,P/W"
"A/G,P/Y"
"A/G,PK"
"A/G,PK/BK"
"A/G,PK/BU"
"A/G,PK/G"
"A/G,PK/O"
"A/G,PK/P"
"A/G,PK/PK"
"A/G,PK/R"
"A/G,PK/W"
"A/G,PK/Y"
"A/G,R"
"A/G,R/BK"
"A/G,R/BU"
"A/G,R/G"
"A/G,R/O"
"A/G,R/P"
"A/G,R/PK"
"A/G,R/R"
"A/G,R/W"
"A/G,R/Y"
"A/G,W"
"A/G,W/BK"
"A/G,W/BU"
"A/G,W/G"
"A/G,W/O"
"A/G,W/P"
"A/G,W/PK"
"A/G,W/R"
"A/G,W/W"
"A/G,W/Y"
"A/G,Y"
"A/G,Y/BK"
"A/G,Y/BU"
"A/G,Y/G"
"A/G,Y/O"
"A/G,Y/P"
"A/G,Y/PK"
"A/G,Y/R"
"A/G,Y/W"
"A/G,Y/Y"
"A/O,-"
"A/O,BK"
"A/O,BK/BK"
"A/O,BK/BU"
"A/O,BK/G"
"A/O,BK/O"
"A/O,BK/P"
"A/O,BK/PK"
"A/O,BK/R"
"A/O,BK/W"
"A/O,BK/Y"
"A/O,BU"
"A/O,BU/BK"
"A/O,BU/BU"
"A/O,BU/G"
"A/O,BU/O"
"A/O,BU/P"
"A/O,BU/PK"
"A/O,BU/R"
"A/O,BU/W"
"A/O,BU/Y"
"A/O,G"
"A/O,G/BK"
"A/O,G/BU"
"A/O,G/G"
"A/O,G/O"
"A/O,G/P"
"A/O,G/PK"
"A/O,G/R"
"A/O,G/W"
"A/O,G/Y"
"A/O,O"
"A/O,O/BK"
"A/O,O/BU"
"A/O,O/G"
"A/O,O/O"
"A/O,O/P"
"A/O,O/PK"
"A/O,O/R"
"A/O,O/W"
"A/O,O/Y"
"A/O,P"
"A/O,P/BK"
"A/O,P/BU"
"A/O,P/G"
"A/O,P/O"
"A/O,P/P"
"A/O,P/PK"
"A/O,P/R"
"A/O,P/W"
"A/O,P/Y"
"A/O,PK"
"A/O,PK/BK"
"A/O,PK/BU"
"A/O,PK/G"
"A/O,PK/O"
"A/O,PK/P"
"A/O,PK/PK"
"A/O,PK/R"
"A/O,PK/W"
"A/O,PK/Y"
"A/O,R"
"A/O,R/BK"
"A/O,R/BU"
"A/O,R/G"
"A/O,R/O"
"A/O,R/P"
"A/O,R/PK"
"A/O,R/R"
"A/O,R/W"
"A/O,R/Y"
"A/O,W"
"A/O,W/BK"
"A/O,W/BU"
"A/O,W/G"
"A/O,W/O"
"A/O,W/P"
"A/O,W/PK"
"A/O,W/R"
"A/O,W/W"
"A/O,W/Y"
"A/O,Y"
"A/O,Y/BK"
"A/O,Y/BU"
"A/O,Y/G"
"A/O,Y/O"
"A/O,Y/P"
"A/O,Y/PK"
"A/O,Y/R"
"A/O,Y/W"
"A/O,Y/Y"
"A/P,-"
"A/P,BK"
"A/P,BK/BK"
"A/P,BK/BU"
"A/P,BK/G"
"A/P,BK/O"
"A/P,BK/P"
"A/P,BK/PK"
"A/P,BK/R"
"A/P,BK/W"
"A/P,BK/Y"
"A/P,BU"
"A/P,BU/BK"
"A/P,BU/BU"
"A/P,BU/G"
"A/P,BU/O"
"A/P,BU/P"
"A/P,BU/PK"
"A/P,BU/R"
"A/P,BU/W"
"A/P,BU/Y"
"A/P,G"
"A/P,G/BK"
"A/P,G/BU"
"A/P,G/G"
"A/P,G/O"
"A/P,G/P"
"A/P,G/PK"
"A/P,G/R"
"A/P,G/W"
"A/P,G/Y"
"A/P,O"
"A/P,O/BK"
"A/P,O/BU"
"A/P,O/G"
"A/P,O/O"
"A/P,O/P"
"A/P,O/PK"
"A/P,O/R"
"A/P,O/W"
"A/P,O/Y"
"A/P,P"
"A/P,P/BK"
"A/P,P/BU"
"A/P,P/G"
"A/P,P/O"
"A/P,P/P"
"A/P,P/PK"
"A/P,P/R"
"A/P,P/W"
"A/P,P/Y"
"A/P,PK"
"A/P,PK/BK"
"A/P,PK/BU"
"A/P,PK/G"
"A/P,PK/O"
"A/P,PK/P"
"A/P,PK/PK"
"A/P,PK/R"
"A/P,PK/W"
"A/P,PK/Y"
"A/P,R"
"A/P,R/BK"
"A/P,R/BU"
"A/P,R/G"
"A/P,R/O"
"A/P,R/P"
"A/P,R/PK"
"A/P,R/R"
"A/P,R/W"
"A/P,R/Y"
"A/P,W"
"A/P,W/BK"
"A/P,W/BU"
"A/P,W/G"
"A/P,W/O"
"A/P,W/P"
"A/P,W/PK"
"A/P,W/R"
"A/P,W/W"
"A/P,W/Y"
"A/P,Y"
"A/P,Y/BK"
"A/P,Y/BU"
"A/P,Y/G"
"A/P,Y/O"
"A/P,Y/P"
"A/P,Y/PK"
"A/P,Y/R"
"A/P,Y/W"
"A/P,Y/Y"
"A/PK,-"
"A/PK,BK"
"A/PK,BK/BK"
"A/PK,BK/BU"
"A/PK,BK/G"
"A/PK,BK/O"
"A/PK,BK/P"
"A/PK,BK/PK"
"A/PK,BK/R"
"A/PK,BK/W"
"A/PK,BK/Y"
"A/PK,BU"
"A/PK,BU/BK"
"A/PK,BU/BU"
"A/PK,BU/G"
"A/PK,BU/O"
"A/PK,BU/P"
"A/PK,BU/PK"
"A/PK,BU/R"
"A/PK,BU/W"
"A/PK,BU/Y"
"A/PK,G"
"A/PK,G/BK"
"A/PK,G/BU"
"A/PK,G/G"
"A/PK,G/O"
"A/PK,G/P"
"A/PK,G/PK"
"A/PK,G/R"
"A/PK,G/W"
"A/PK,G/Y"
"A/PK,O"
"A/PK,O/BK"
"A/PK,O/BU"
"A/PK,O/G"
"A/PK,O/O"
"A/PK,O/P"
"A/PK,O/PK"
"A/PK,O/R"
"A/PK,O/W"
"A/PK,O/Y"
"A/PK,P"
"A/PK,P/BK"
"A/PK,P/BU"
"A/PK,P/G"
"A/PK,P/O"
"A/PK,P/P"
"A/PK,P/PK"
"A/PK,P/R"
"A/PK,P/W"
"A/PK,P/Y"
"A/PK,PK"
"A/PK,PK/BK"
"A/PK,PK/BU"
"A/PK,PK/G"
"A/PK,PK/O"
"A/PK,PK/P"
"A/PK,PK/PK"
"A/PK,PK/R"
"A/PK,PK/W"
"A/PK,PK/Y"
"A/PK,R"
"A/PK,R/BK"
"A/PK,R/BU"
"A/PK,R/G"
"A/PK,R/O"
"A/PK,R/P"
"A/PK,R/PK"
"A/PK,R/R"
"A/PK,R/W"
"A/PK,R/Y"
"A/PK,W"
"A/PK,W/BK"
"A/PK,W/BU"
"A/PK,W/G"
"A/PK,W/O"
"A/PK,W/P"
"A/PK,W/PK"
"A/PK,W/R"
"A/PK,W/W"
"A/PK,W/Y"
"A/PK,Y"
"A/PK,Y/BK"
"A/PK,Y/BU"
"A/PK,Y/G"
"A/PK,Y/O"
"A/PK,Y/P"
"A/PK,Y/PK"
"A/PK,Y/R"
"A/PK,Y/W"
"A/PK,Y/Y"
"A/R,-"
"A/R,BK"
"A/R,BK/BK"
"A/R,BK/BU"
"A/R,BK/G"
"A/R,BK/O"
"A/R,BK/P"
"A/R,BK/PK"
"A/R,BK/R"
"A/R,BK/W"
"A/R,BK/Y"
"A/R,BU"
"A/R,BU/BK"
"A/R,BU/BU"
"A/R,BU/G"
"A/R,BU/O"
"A/R,BU/P"
"A/R,BU/PK"
"A/R,BU/R"
"A/R,BU/W"
"A/R,BU/Y"
"A/R,G"
"A/R,G/BK"
"A/R,G/BU"
"A/R,G/G"
"A/R,G/O"
"A/R,G/P"
"A/R,G/PK"
"A/R,G/R"
"A/R,G/W"
"A/R,G/Y"
"A/R,O"
"A/R,O/BK"
"A/R,O/BU"
"A/R,O/G"
"A/R,O/O"
"A/R,O/P"
"A/R,O/PK"
"A/R,O/R"
"A/R,O/W"
"A/R,O/Y"
"A/R,P"
"A/R,P/BK"
"A/R,P/BU"
"A/R,P/G"
"A/R,P/O"
"A/R,P/P"
"A/R,P/PK"
"A/R,P/R"
"A/R,P/W"
"A/R,P/Y"
"A/R,PK"
"A/R,PK/BK"
"A/R,PK/BU"
"A/R,PK/G"
"A/R,PK/O"
"A/R,PK/P"
"A/R,PK/PK"
"A/R,PK/R"
"A/R,PK/W"
"A/R,PK/Y"
"A/R,R"
"A/R,R/BK"
"A/R,R/BU"
"A/R,R/G"
"A/R,R/O"
"A/R,R/P"
"A/R,R/PK"
"A/R,R/R"
"A/R,R/W"
"A/R,R/Y"
"A/R,W"
"A/R,W/BK"
"A/R,W/BU"
"A/R,W/G"
"A/R,W/O"
"A/R,W/P"
"A/R,W/PK"
"A/R,W/R"
"A/R,W/W"
"A/R,W/Y"
"A/R,Y"
"A/R,Y/BK"
"A/R,Y/BU"
"A/R,Y/G"
"A/R,Y/O"
"A/R,Y/P"
"A/R,Y/PK"
"A/R,Y/R"
"A/R,Y/W"
"A/R,Y/Y"
"A/W,-"
"A/W,BK"
"A/W,BK/BK"
"A/W,BK/BU"
"A/W,BK/G"
"A/W,BK/O"
"A/W,BK/P"
"A/W,BK/PK"
"A/W,BK/R"
"A/W,BK/W"
"A/W,BK/Y"
"A/W,BU"
"A/W,BU/BK"
"A/W,BU/BU"
"A/W,BU/G"
"A/W,BU/O"
"A/W,BU/P"
"A/W,BU/PK"
"A/W,BU/R"
"A/W,BU/W"
"A/W,BU/Y"
"A/W,G"
"A/W,G/BK"
"A/W,G/BU"
"A/W,G/G"
"A/W,G/O"
"A/W,G/P"
"A/W,G/PK"
"A/W,G/R"
"A/W,G/W"
"A/W,G/Y"
"A/W,O"
"A/W,O/BK"
"A/W,O/BU"
"A/W,O/G"
"A/W,O/O"
"A/W,O/P"
"A/W,O/PK"
"A/W,O/R"
"A/W,O/W"
"A/W,O/Y"
"A/W,P"
"A/W,P/BK"
"A/W,P/BU"
"A/W,P/G"
"A/W,P/O"
"A/W,P/P"
"A/W,P/PK"
"A/W,P/R"
"A/W,P/W"
"A/W,P/Y"
"A/W,PK"
"A/W,PK/BK"
"A/W,PK/BU"
"A/W,PK/G"
"A/W,PK/O"
"A/W,PK/P"
"A/W,PK/PK"
"A/W,PK/R"
"A/W,PK/W"
"A/W,PK/Y"
"A/W,R"
"A/W,R/BK"
"A/W,R/BU"
"A/W,R/G"
"A/W,R/O"
"A/W,R/P"
"A/W,R/PK"
"A/W,R/R"
"A/W,R/W"
"A/W,R/Y"
"A/W,W"
"A/W,W/BK"
"A/W,W/BU"
"A/W,W/G"
"A/W,W/O"
"A/W,W/P"
"A/W,W/PK"
"A/W,W/R"
"A/W,W/W"
"A/W,W/Y"
"A/W,Y"
"A/W,Y/BK"
"A/W,Y/BU"
"A/W,Y/G"
"A/W,Y/O"
"A/W,Y/P"
"A/W,Y/PK"
"A/W,Y/R"
"A/W,Y/W"
"A/W,Y/Y"
"A/Y,-"
"A/Y,BK"
"A/Y,BK/BK"
"A/Y,BK/BU"
"A/Y,BK/G"
"A/Y,BK/O"
"A/Y,BK/P"
"A/Y,BK/PK"
"A/Y,BK/R"
"A/Y,BK/W"
"A/Y,BK/Y"
"A/Y,BU"
"A/Y,BU/BK"
"A/Y,BU/BU"
"A/Y,BU/G"
"A/Y,BU/O"
"A/Y,BU/P"
"A/Y,BU/PK"
"A/Y,BU/R"
"A/Y,BU/W"
"A/Y,BU/Y"
"A/Y,G"
"A/Y,G/BK"
"A/Y,G/BU"
"A/Y,G/G"
"A/Y,G/O"
"A/Y,G/P"
"A/Y,G/PK"
"A/Y,G/R"
"A/Y,G/W"
"A/Y,G/Y"
"A/Y,O"
"A/Y,O/BK"
"A/Y,O/BU"
"A/Y,O/G"
"A/Y,O/O"
"A/Y,O/P"
"A/Y,O/PK"
"A/Y,O/R"
"A/Y,O/W"
"A/Y,O/Y"
"A/Y,P"
"A/Y,P/BK"
"A/Y,P/BU"
"A/Y,P/G"
"A/Y,P/O"
"A/Y,P/P"
"A/Y,P/PK"
"A/Y,P/R"
"A/Y,P/W"
"A/Y,P/Y"
"A/Y,PK"
"A/Y,PK/BK"
"A/Y,PK/BU"
"A/Y,PK/G"
"A/Y,PK/O"
"A/Y,PK/P"
"A/Y,PK/PK"
"A/Y,PK/R"
"A/Y,PK/W"
"A/Y,PK/Y"
"A/Y,R"
"A/Y,R/BK"
"A/Y,R/BU"
"A/Y,R/G"
"A/Y,R/O"
"A/Y,R/P"
"A/Y,R/PK"
"A/Y,R/R"
"A/Y,R/W"
"A/Y,R/Y"
"A/Y,W"
"A/Y,W/BK"
"A/Y,W/BU"
"A/Y,W/G"
"A/Y,W/O"
"A/Y,W/P"
"A/Y,W/PK"
"A/Y,W/R"
"A/Y,W/W"
"A/Y,W/Y"
"A/Y,Y"
"A/Y,Y/BK"
"A/Y,Y/BU"
"A/Y,Y/G"
"A/Y,Y/O"
"A/Y,Y/P"
"A/Y,Y/PK"
"A/Y,Y/R"
"A/Y,Y/W"
"A/Y,Y/Y"
"BK,A"
"BK,A/BK"
"BK,A/BU"
"BK,A/G"
"BK,A/O"
"BK,A/P"
"BK,A/PK"
"BK,A/R"
"BK,A/W"
"BK,A/Y"
"BK,BK/A"
"BK,BU/A"
"BK,G/A"
"BK,O/A"
"BK,P/A"
"BK,PK/A"
"BK,R/A"
"BK,W/A"
"BK,Y/A"
"BK/A,-"
"BK/A,BK"
"BK/A,BK/BK"
"BK/A,BK/BU"
"BK/A,BK/G"
"BK/A,BK/O"
"BK/A,BK/P"
"BK/A,BK/PK"
"BK/A,BK/R"
"BK/A,BK/W"
"BK/A,BK/Y"
"BK/A,BU"
"BK/A,BU/BK"
"BK/A,BU/BU"
"BK/A,BU/G"
"BK/A,BU/O"
"BK/A,BU/P"
"BK/A,BU/PK"
"BK/A,BU/R"
"BK/A,BU/W"
"BK/A,BU/Y"
"BK/A,G"
"BK/A,G/BK"
"BK/A,G/BU"
"BK/A,G/G"
"BK/A,G/O"
"BK/A,G/P"
"BK/A,G/PK"
"BK/A,G/R"
"BK/A,G/W"
"BK/A,G/Y"
"BK/A,O"
"BK/A,O/BK"
"BK/A,O/BU"
"BK/A,O/G"
"BK/A,O/O"
"BK/A,O/P"
"BK/A,O/PK"
"BK/A,O/R"
"BK/A,O/W"
"BK/A,O/Y"
"BK/A,P"
"BK/A,P/BK"
"BK/A,P/BU"
"BK/A,P/G"
"BK/A,P/O"
"BK/A,P/P"
"BK/A,P/PK"
"BK/A,P/R"
"BK/A,P/W"
"BK/A,P/Y"
"BK/A,PK"
"BK/A,PK/BK"
"BK/A,PK/BU"
"BK/A,PK/G"
"BK/A,PK/O"
"BK/A,PK/P"
"BK/A,PK/PK"
"BK/A,PK/R"
"BK/A,PK/W"
"BK/A,PK/Y"
"BK/A,R"
"BK/A,R/BK"
"BK/A,R/BU"
"BK/A,R/G"
"BK/A,R/O"
"BK/A,R/P"
"BK/A,R/PK"
"BK/A,R/R"
"BK/A,R/W"
"BK/A,R/Y"
"BK/A,W"
"BK/A,W/BK"
"BK/A,W/BU"
"BK/A,W/G"
"BK/A,W/O"
"BK/A,W/P"
"BK/A,W/PK"
"BK/A,W/R"
"BK/A,W/W"
"BK/A,W/Y"
"BK/A,Y"
"BK/A,Y/BK"
"BK/A,Y/BU"
"BK/A,Y/G"
"BK/A,Y/O"
"BK/A,Y/P"
"BK/A,Y/PK"
"BK/A,Y/R"
"BK/A,Y/W"
"BK/A,Y/Y"
"BK/BK,A"
"BK/BK,A/BK"
"BK/BK,A/BU"
"BK/BK,A/G"
"BK/BK,A/O"
"BK/BK,A/P"
"BK/BK,A/PK"
"BK/BK,A/R"
"BK/BK,A/W"
"BK/BK,A/Y"
"BK/BK,BK/A"
"BK/BK,BU/A"
"BK/BK,G/A"
"BK/BK,O/A"
"BK/BK,P/A"
"BK/BK,PK/A"
"BK/BK,R/A"
"BK/BK,W/A"
"BK/BK,Y/A"
"BK/BU,A"
"BK/BU,A/BK"
"BK/BU,A/BU"
"BK/BU,A/G"
"BK/BU,A/O"
"BK/BU,A/P"
"BK/BU,A/PK"
"BK/BU,A/R"
"BK/BU,A/W"
"BK/BU,A/Y"
"BK/BU,BK/A"
"BK/BU,BU/A"
"BK/BU,G/A"
"BK/BU,O/A"
"BK/BU,P/A"
"BK/BU,PK/A"
"BK/BU,R/A"
"BK/BU,W/A"
"BK/BU,Y/A"
"BK/G,A"
"BK/G,A/BK"
"BK/G,A/BU"
"BK/G,A/G"
"BK/G,A/O"
"BK/G,A/P"
"BK/G,A/PK"
"BK/G,A/R"
"BK/G,A/W"
"BK/G,A/Y"
"BK/G,BK/A"
"BK/G,BU/A"
"BK/G,G/A"
"BK/G,O/A"
"BK/G,P/A"
"BK/G,PK/A"
"BK/G,R/A"
"BK/G,W/A"
"BK/G,Y/A"
"BK/O,A"
"BK/O,A/BK"
"BK/O,A/BU"
"BK/O,A/G"
"BK/O,A/O"
"BK/O,A/P"
"BK/O,A/PK"
"BK/O,A/R"
"BK/O,A/W"
"BK/O,A/Y"
"BK/O,BK/A"
"BK/O,BU/A"
"BK/O,G/A"
"BK/O,O/A"
"BK/O,P/A"
"BK/O,PK/A"
"BK/O,R/A"
"BK/O,W/A"
"BK/O,Y/A"
"BK/P,A"
"BK/P,A/BK"
"BK/P,A/BU"
"BK/P,A/G"
"BK/P,A/O"
"BK/P,A/P"
"BK/P,A/PK"
"BK/P,A/R"
"BK/P,A/W"
"BK/P,A/Y"
"BK/P,BK/A"
"BK/P,BU/A"
"BK/P,G/A"
"BK/P,O/A"
"BK/P,P/A"
"BK/P,PK/A"
"BK/P,R/A"
"BK/P,W/A"
"BK/P,Y/A"
"BK/PK,A"
"BK/PK,A/BK"
"BK/PK,A/BU"
"BK/PK,A/G"
"BK/PK,A/O"
"BK/PK,A/P"
"BK/PK,A/PK"
"BK/PK,A/R"
"BK/PK,A/W"
"BK/PK,A/Y"
"BK/PK,BK/A"
"BK/PK,BU/A"
"BK/PK,G/A"
"BK/PK,O/A"
"BK/PK,P/A"
"BK/PK,PK/A"
"BK/PK,R/A"
"BK/PK,W/A"
"BK/PK,Y/A"
"BK/R,A"
"BK/R,A/BK"
"BK/R,A/BU"
"BK/R,A/G"
"BK/R,A/O"
"BK/R,A/P"
"BK/R,A/PK"
"BK/R,A/R"
"BK/R,A/W"
"BK/R,A/Y"
"BK/R,BK/A"
"BK/R,BU/A"
"BK/R,G/A"
"BK/R,O/A"
"BK/R,P/A"
"BK/R,PK/A"
"BK/R,R/A"
"BK/R,W/A"
"BK/R,Y/A"
"BK/W,A"
"BK/W,A/BK"
"BK/W,A/BU"
"BK/W,A/G"
"BK/W,A/O"
"BK/W,A/P"
"BK/W,A/PK"
"BK/W,A/R"
"BK/W,A/W"
"BK/W,A/Y"
"BK/W,BK/A"
"BK/W,BU/A"
"BK/W,G/A"
"BK/W,O/A"
"BK/W,P/A"
"BK/W,PK/A"
"BK/W,R/A"
"BK/W,W/A"
"BK/W,Y/A"
"BK/Y,A"
"BK/Y,A/BK"
"BK/Y,A/BU"
"BK/Y,A/G"
"BK/Y,A/O"
"BK/Y,A/P"
"BK/Y,A/PK"
"BK/Y,A/R"
"BK/Y,A/W"
"BK/Y,A/Y"
"BK/Y,BK/A"
"BK/Y,BU/A"
"BK/Y,G/A"
"BK/Y,O/A"
"BK/Y,P/A"
"BK/Y,PK/A"
"BK/Y,R/A"
"BK/Y,W/A"
"BK/Y,Y/A"
"BU,A"
"BU,A/BK"
"BU,A/BU"
"BU,A/G"
"BU,A/O"
"BU,A/P"
"BU,A/PK"
"BU,A/R"
"BU,A/W"
"BU,A/Y"
"BU,BK/A"
"BU,BU/A"
"BU,G/A"
"BU,O/A"
"BU,P/A"
"BU,PK/A"
"BU,R/A"
"BU,W/A"
"BU,Y/A"
"BU/A,-"
"BU/A,BK"
"BU/A,BK/BK"
"BU/A,BK/BU"
"BU/A,BK/G"
"BU/A,BK/O"
"BU/A,BK/P"
"BU/A,BK/PK"
"BU/A,BK/R"
"BU/A,BK/W"
"BU/A,BK/Y"
"BU/A,BU"
"BU/A,BU/BK"
"BU/A,BU/BU"
"BU/A,BU/G"
"BU/A,BU/O"
"BU/A,BU/P"
"BU/A,BU/PK"
"BU/A,BU/R"
"BU/A,BU/W"
"BU/A,BU/Y"
"BU/A,G"
"BU/A,G/BK"
"BU/A,G/BU"
"BU/A,G/G"
"BU/A,G/O"
"BU/A,G/P"
"BU/A,G/PK"
"BU/A,G/R"
"BU/A,G/W"
"BU/A,G/Y"
"BU/A,O"
"BU/A,O/BK"
"BU/A,O/BU"
"BU/A,O/G"
"BU/A,O/O"
"BU/A,O/P"
"BU/A,O/PK"
"BU/A,O/R"
"BU/A,O/W"
"BU/A,O/Y"
"BU/A,P"
"BU/A,P/BK"
"BU/A,P/BU"
"BU/A,P/G"
"BU/A,P/O"
"BU/A,P/P"
