"hub","site","date","species","bandNumber","bandCombo","encounterType"
"Atlanta","CARTJOYGA1","2014-01-02","NOCA",264163318,"O, O/AL","resight-participant"
"Atlanta","EDWALINGA1","2014-01-02","SOSP",266131849,"R, AL/BU","resight-participant"
"Atlanta","MARIJAYGA1","2014-01-03","TUTI",266107990,"R/G, AL","resight-participant"
"Atlanta","CARTJOYGA1","2014-01-04","NOCA",264163319,"W/Y, AL","resight-participant"
"Atlanta","CARTJOYGA1","2014-01-06","SOSP",266107931,"AL, W/Y","resight-participant"
"Atlanta","MCCAANNGA1","2014-01-06","CARW",266107995,"BU, AL/P","resight-participant"
"Atlanta","EDWALINGA1","2014-01-07","NOCA",242111328,"BU, AL/G","resight-participant"
"Atlanta","MCCAANNGA1","2014-01-19","TUTI",266107997,"R/BK, AL","resight-participant"
"Atlanta","MCCAANNGA1","2014-01-19","NOCA",264163379,"BU/AL, R","resight-participant"
"Atlanta","KRIVMAUGA1","2014-01-23","CACH",271053726,"W, P/AL","resight-participant"
"Atlanta","KRIVMAUGA1","2014-01-23","CACH",271053728,"O/AL, O","resight-participant"
"Atlanta","MCCAANNGA1","2014-01-24","CARW",266107992,"P/AL, O","resight-participant"
"Atlanta","DESIELAGA1","2014-01-25","CARW",266131806,"R, Y/AL","resight-participant"
"Atlanta","EDWALINGA1","2014-01-28","CARW",266131847,"Y, W/AL","resight-participant"
"Atlanta","EDWALINGA1","2014-01-28","CARW",266131847,"Y, W/AL","resight-participant"
"Atlanta","EDWALINGA1","2014-01-29","CARW",266131850,"G, AL/BU","resight-participant"
"Atlanta","KRIVMAUGA1","2014-01-30","CACH",271053724,"AL, R/R","resight-participant"
"Atlanta","KRIVMAUGA1","2014-01-30","CACH",271053727,"G/G, AL","resight-participant"
"Atlanta","CARTJOYGA1","2014-02-02","NOCA",264163319,"W/Y, AL","resight-participant"
"Atlanta","KRIVMAUGA1","2014-02-04","CACH",271053727,"G/G, AL","resight-participant"
"Atlanta","KRIVMAUGA1","2014-02-07","CACH",271053728,"O/AL, O","resight-participant"
"Atlanta","WISSSTEGA1","2014-02-08","TUTI",266131837,"BU, R/AL","resight-participant"
"Atlanta","EDWALINGA1","2014-02-10","NOCA",242111330,"AL, BK/Y","resight-participant"
"Atlanta","WISSSTEGA1","2014-02-10","NOCA",242111316,"BK, AL/Y","resight-participant"
"Atlanta","WISSSTEGA1","2014-02-10","NOCA",266131834,"W/AL, BU","resight-participant"
"Atlanta","CARTJOYGA1","2014-02-12","NOCA",264163318,"O, O/AL","resight-participant"
"Atlanta","EDWALINGA1","2014-02-12","CARW",266131847,"Y, W/AL","resight-participant"
"Atlanta","EDWALINGA1","2014-02-12","CARW",266131847,"Y, W/AL","resight-participant"
"Atlanta","EDWALINGA1","2014-02-12","CARW",266131850,"G, AL/BU","resight-participant"
"Atlanta","EDWALINGA1","2014-02-12","CARW",266131850,"G, AL/BU","resight-participant"
"Atlanta","MARIJAYGA1","2014-02-15","NOMO",127242459,"O/BK, AL","resight-participant"
"Atlanta","HERBLUGA1","2014-02-18","CARW",266131858,"R/AL R","resight-participant"
"Atlanta","KRIVMAUGA1","2014-02-21","CACH",271053726,"W, P/AL","resight-participant"
"Atlanta","KRIVMAUGA1","2014-02-28","CACH",271053724,"AL, R/R","resight-participant"
"Atlanta","NORTLAUGA1","2014-05-06","CARW",266107924,"O/O, AL","band"
"Atlanta","NORTLAUGA1","2014-05-06","NOCA",264163316,"BU/AL, P","band"
"Atlanta","NORTLAUGA1","2014-05-06","SOSP",266107925,"AL, R/R","band"
"Atlanta","NORTLAUGA1","2014-05-06","CACH",271053719,"R/Y, AL","band"
"Atlanta","NORTLAUGA1","2014-05-06","NOCA",264163317,"AL, R/R","band"
"Atlanta","NORTLAUGA1","2014-05-06","CACH",271053720,"P/AL, O","band"
"Atlanta","NORTLAUGA1","2014-05-06","TUTI",266107926,"O, W/AL","band"
"Atlanta","NORTLAUGA1","2014-05-06","TUTI",266107927,"R/Y, AL","band"
"Atlanta","CARTJOYGA1","2014-05-07","CARW",266107928,"O/P, AL","band"
"Atlanta","CARTJOYGA1","2014-05-07","NOCA",264163318,"O, O/AL","band"
"Atlanta","CARTJOYGA1","2014-05-07","NOCA",264163319,"W/Y, AL","band"
"Atlanta","CARTJOYGA1","2014-05-07","NOCA",264163320,"AL, O/P","band"
"Atlanta","CARTJOYGA1","2014-05-07","CARW",266107929,"R/AL BU","band"
"Atlanta","CARTJOYGA1","2014-05-07","TUTI",266107930,"AL, O/P","band"
"Atlanta","CARTJOYGA1","2014-05-07","SOSP",266107931,"AL, W/Y","band"
"Atlanta","CARTJOYGA1","2014-05-07","BRTH",127242428,"AL, R/R","band"
"Atlanta","CARTJOYGA1","2014-05-07","HOWR",271053721,"BU, AL/R","band"
"Atlanta","BRADVALGA1","2014-05-10","NOCA",264163321,"W, Y/AL","band"
"Atlanta","BRADVALGA1","2014-05-10","CARW",266107932,"R/Y, AL","band"
"Atlanta","BRADVALGA1","2014-05-10","CARW",266107933,"W/P, AL","band"
"Atlanta","BRADVALGA1","2014-05-10","BRTH",27242429,"W, P/AL","band"
"Atlanta","BRADVALGA1","2014-05-10","SOSP",266107934,"AL, O/BU","band"
"Atlanta","BRADVALGA1","2014-05-10","GRCA",264163322,"AL, R/R","band"
"Atlanta","BRADVALGA1","2014-05-10","TUTI",271053722,"G/Y, AL","band"
"Atlanta","BRADVALGA1","2014-05-10","CACH",271053723,"G/Y, AL","band"
"Atlanta","BRADVALGA1","2014-05-11","NOCA",264163321,"W, Y/AL","resight-participant"
"Atlanta","KRIVMAUGA1","2014-05-11","NOCA",264163323,"G/Y, AL","band"
"Atlanta","KRIVMAUGA1","2014-05-11","CACH",271053724,"AL, R/R","band"
"Atlanta","KRIVMAUGA1","2014-05-11","CACH",271053725,"W/Y, AL","band"
"Atlanta","KRIVMAUGA1","2014-05-11","CACH",271053726,"W, P/AL","band"
"Atlanta","KRIVMAUGA1","2014-05-11","CACH",271053727,"G/G, AL","band"
"Atlanta","KRIVMAUGA1","2014-05-11","CACH",271053728,"O/AL, O","band"
"Atlanta","CARTJOYGA1","2014-05-13","HOWR",271053721,"BU, AL/R","resight-participant"
"Atlanta","PARKDIAGA1","2014-05-13","NOCA",264163324,"AL, O/BU","band"
"Atlanta","PARKDIAGA1","2014-05-13","TUTI",266107935,"AL, R/R","band"
"Atlanta","PARKDIAGA1","2014-05-13","CACH",271053729,"R/AL BU","band"
"Atlanta","PARKDIAGA1","2014-05-13","CACH",271053730,"R/G, AL","band"
"Atlanta","HITJODGA1","2014-05-16","BRTH",127242430,"BU, R/AL","band"
"Atlanta","HITJODGA1","2014-05-16","GRCA",264163325,"G/Y, AL","band"
"Atlanta","HITJODGA1","2014-05-16","NOMO",127242431,"AL, R/R","band"
"Atlanta","HITJODGA1","2014-05-16","GRCA",264163326,"G, AL/P","band"
"Atlanta","HITJODGA1","2014-05-16","NOCA",264163327,"W, P/AL","band"
"Atlanta","KRIVMAUGA1","2014-05-18","NOCA",264163323,"G/Y, AL","resight-participant"
"Atlanta","MAYCINGA1","2014-05-19","HOWR",271053731,"AL, R/R","band"
"Atlanta","MAYCINGA1","2014-05-19","TUTI",266107936,"G, Y/AL","band"
"Atlanta","MAYCINGA1","2014-05-19","GRCA",264163328,"O/O, AL","band"
"Atlanta","MAYCINGA1","2014-05-19","CARW",266107937,"Y/P, AL","band"
"Atlanta","MAYCINGA1","2014-05-19","TUTI",266107938,"O, AL/P","band"
"Atlanta","MAYCINGA1","2014-05-19","NOCA",264163329,"AL, P/BU","band"
"Atlanta","MAYCINGA1","2014-05-19","NOCA",264163330,"AL/Y, G","band"
"Atlanta","MAYCINGA1","2014-05-19","CACH",271053732,"P, AL/G","band"
"Atlanta","MAYCINGA1","2014-05-19","NOCA",264163331,"R/G, AL","band"
"Atlanta","MAYCINGA1","2014-05-19","CARW",266107939,"AL/O, BU","band"
"Atlanta","MAYCINGA1","2014-05-19","TUTI",266107740,"G/G, AL","band"
"Atlanta","MAYCINGA1","2014-05-19","CACH",271053733,"O, W/AL","band"
"Atlanta","ANDREBGA1","2014-05-20","BRTH",127242432,"R, O/AL","band"
"Atlanta","ANDREBGA1","2014-05-20","AMRO",127242433,"BU, W/AL","band"
"Atlanta","ANDREBGA1","2014-05-20","SOSP",266107941,"AL, R/R","band"
"Atlanta","ANDREBGA1","2014-05-20","NOCA",264163332,"AL, W/O","band"
"Atlanta","CARTJOYGA1","2014-05-21","TUTI",266107930,"AL, O/P","resight-participant"
"Atlanta","CARTJOYGA1","2014-05-21","TUTI",266107930,"AL, O/P","resight-participant"
"Atlanta","CARTJOYGA1","2014-05-21","TUTI",266107930,"AL, O/P","resight-participant"
"Atlanta","NEWCHRGA1","2014-05-21","BRTH",127242434,"BU, P/AL","band"
"Atlanta","NEWCHRGA1","2014-05-21","BRTH",127242435,"W/AL, P","band"
"Atlanta","NEWCHRGA1","2014-05-21","SOSP",266107942,"R/G, AL","band"
"Atlanta","NEWCHRGA1","2014-05-21","GRCA",26416333,"W, Y/AL","band"
"Atlanta","NEWCHRGA1","2014-05-21","AMRO",127242436,"AL, R/R","band"
"Atlanta","KRIVMAUGA1","2014-05-22","CACH",271053725,"W/Y, AL","resight-participant"
"Atlanta","SAPBILGA1","2014-05-25","AMRO",127242437,"G/Y, AL","band"
"Atlanta","SAPBILGA1","2014-05-25","NOCA",264163334,"W/P, AL","band"
"Atlanta","SAPBILGA1","2014-05-25","NOCA",264163335,"BK/AL, BK","band"
"Atlanta","SAPBILGA1","2014-05-25","NOCA",264163336,"G/G, AL","band"
"Atlanta","SAPBILGA1","2014-05-25","BRTH",127242438,"R/AL BU","band"
"Atlanta","SAPBILGA1","2014-05-25","BRTH",127242439,"AL, O/P","band"
"Atlanta","SAPBILGA1","2014-05-25","CACH",271053734,"O/O, AL","band"
"Atlanta","SAPBILGA1","2014-05-25","CACH",271053735,"Y/P, AL","band"
"Atlanta","CARTJOYGA1","2014-05-26","CARW",266107928,"O/P, AL","resight-participant"
"Atlanta","CARTJOYGA1","2014-05-26","NOCA",264163318,"O, O/AL","resight-participant"
"Atlanta","KRIVMAUGA1","2014-05-26","CACH",271053726,"W, P/AL","resight-participant"
"Atlanta","BRAXBOBGA1","2014-05-27","BRTH",127242440,"BK, AL/BU","band"
"Atlanta","BRAXBOBGA1","2014-05-27","CACH",271053736,"O/O, AL","band"
"Atlanta","BRAXBOBGA1","2014-05-27","CACH",271053737,"BU/AL, P","band"
"Atlanta","BRAXBOBGA1","2014-05-27","SOSP",266107943,"G/Y, AL","band"
"Atlanta","CARTJOYGA1","2014-05-27","NOCA",264163319,"W/Y, AL","resight-participant"
"Atlanta","FALKSTEGA1","2014-05-28","GRCA",264163338,"O/BK, AL","band"
"Atlanta","FALKSTEGA1","2014-05-28","GRCA",264163337,"AL, BK/Y","band"
"Atlanta","FALKSTEGA1","2014-05-28","GRCA",264163339,"BK, AL/BU","band"
"Atlanta","FALKSTEGA1","2014-05-28","GRCA",264163340,"W, P/AL","band"
"Atlanta","FALKSTEGA1","2014-05-28","CARW",266107944,"AL, R/R","band"
"Atlanta","FALKSTEGA1","2014-05-28","NOCA",264163341,"O/BK, AL","band"
"Atlanta","GORMARGA1","2014-05-29","BRTH",127242441,"W/P, AL","band"
"Atlanta","GORMARGA1","2014-05-29","CARW",266107945,"AL, O/BU","band"
"Atlanta","GORMARGA1","2014-05-29","TUTI",266107946,"BU, P/AL","band"
"Atlanta","GORMARGA1","2014-05-29","CARW",266107947,"O/BK, AL","band"
"Atlanta","GORMARGA1","2014-05-29","TUTI",266107948,"G/Y, AL","band"
"Atlanta","GORMARGA1","2014-05-29","CACH",271053738,"W/AL, P","band"
"Atlanta","GORMARGA1","2014-05-29","CARW",266107949,"G/G, AL","band"
"Atlanta","GORMARGA1","2014-05-29","CARW",266107950,"BK, AL/BU","band"
"Atlanta","GORMARGA1","2014-05-29","BRTH",127242442,"W, Y/AL","band"
"Atlanta","KRIVMAUGA1","2014-05-29","CACH",271053724,"AL, R/R","resight-participant"
"Atlanta","KRIVMAUGA1","2014-05-29","CACH",271053727,"G/G, AL","resight-participant"
"Atlanta","CARTJOYGA1","2014-05-30","SOSP",266107931,"AL, W/Y","resight-participant"
"Atlanta","CARTJOYGA1","2014-05-30","CARW",266107929,"R/AL BU","resight-participant"
"Atlanta","DICKEMMGA1","2014-05-30","SOSP",266107951,"W, P/AL","band"
"Atlanta","DICKEMMGA1","2014-05-30","CARW",266107952,"AL, BK/Y","band"
"Atlanta","DICKEMMGA1","2014-05-30","SOSP",266107953,"G/G, AL","band"
"Atlanta","DICKEMMGA1","2014-05-30","CARW",266107954,"G, AL/P","band"
"Atlanta","DICKEMMGA1","2014-05-30","SOSP",266107955,"O/BK, AL","band"
"Atlanta","FUTCROBGA1","2014-05-31","NOCA",264163342,"AL, BK/Y","band"
"Atlanta","FUTCROBGA1","2014-05-31","TUTI",266107956,"O/BK, AL","band"
"Atlanta","FUTCROBGA1","2014-05-31","CARW",266107957,"BU, P/AL","band"
"Atlanta","FUTCROBGA1","2014-05-31","TUTI",266107958,"G, AL/P","band"
"Atlanta","FUTCROBGA1","2014-05-31","SOSP",266107959,"BK, ABUU","band"
"Atlanta","FUTCROBGA1","2014-05-31","TUTI",266107960,"W, P/AL","band"
"Atlanta","FUTCROBGA1","2014-05-31","NOCA",264163343,"AL, BK/BK","band"
"Atlanta","CARTJOYGA1","2014-06-01","CARW",266107928,"O/P, AL","resight-participant"
"Atlanta","CARTJOYGA1","2014-06-01","NOCA",264163319,"W/Y, AL","resight-participant"
"Atlanta","CARTJOYGA1","2014-06-01","NOCA",264163318,"O, O/AL","resight-participant"
"Atlanta","MURRSANGA1","2014-06-02","TUTI",266107961,"AL, BK/Y","band"
"Atlanta","MURRSANGA1","2014-06-02","CARW",266107962,"W, P/AL","band"
"Atlanta","MURRSANGA1","2014-06-02","TUTI",266107963,"BK, AL/BU","band"
"Atlanta","MURRSANGA1","2014-06-02","CARW",266107964,"W/P, AL","band"
"Atlanta","MURRSANGA1","2014-06-02","TUTI",266107965,"BK, AL/BK","band"
"Atlanta","MURRSANGA1","2014-06-02","CACH",271053739,"O/BK, AL","band"
"Atlanta","DISLINGA1","2014-06-03","NOCA",264163344,"BK, AL/BU","band"
"Atlanta","CHAMICGA1","2014-06-04","CARW",266107966,"W/AL, P","band"
"Atlanta","CHAMICGA1","2014-06-04","CARW",266107967,"W, Y/AL","band"
"Atlanta","CHAMICGA1","2014-06-04","NOCA",264163345,"G/AL, P","band"
"Atlanta","CHAMICGA1","2014-06-04","GRCA",264163346,"O/AL, O","band"
"Atlanta","CHAMICGA1","2014-06-04","CARW",266107968,"R/G, AL","band"
"Atlanta","PLANANDGA1","2014-06-06","GRCA",264163347,"W/P, AL","band"
"Atlanta","PLANANDGA1","2014-06-06","HOWR",271053740,"O/BK, AL","band"
"Atlanta","PLANANDGA1","2014-06-06","HOWR",271053741,"AL, BK/Y","band"
"Atlanta","PLANANDGA1","2014-06-06","NOCA",264163348,"BU, P/AL","band"
"Atlanta","PLANANDGA1","2014-06-06","NOCA",264163349,"W/AL, P","band"
"Atlanta","PLANANDGA1","2014-06-06","NOCA",264163350,"R, AL/BK","band"
"Atlanta","PLANANDGA1","2014-06-06","NOCA",264163351,"O, AL/P","band"
"Atlanta","PLANANDGA1","2014-06-06","NOCA",264163352,"BU, W/AL","band"
"Atlanta","PLANANDGA1","2014-06-06","NOCA",264163353,"Y/P, AL","band"
"Atlanta","CHAPAUGA1","2014-06-07","SOSP",266107969,"R, AL/BK","band"
"Atlanta","CHAPAUGA2","2014-06-07","CACH",271053742,"AL, BK/Y","band"
"Atlanta","CHAPAUGA3","2014-06-07","NOCA",264163354,"O, W/AL","band"
"Atlanta","CHAPAUGA4","2014-06-07","BRTH",127242443,"G/Y, AL","band"
"Atlanta","CHAPAUGA5","2014-06-07","SOSP",266107970,"R/Y, AL","band"
"Atlanta","CHAPAUGA6","2014-06-07","CARW",266107971,"AL, P/BU","band"
"Atlanta","FERNBANKGA1","2014-06-08","NOCA",264163355,"AL, R/G","band"
"Atlanta","FERNBANKGA1","2014-06-08","NOCA",264163356,"AL/O, BU","band"
"Atlanta","FERNBANKGA2","2014-06-08","NOCA",264163357,"R/Y, AL","band"
"Atlanta","FERNBANKGA2","2014-06-08","NOCA",264163358,"P, AL/G","band"
"Atlanta","FERNBANKGA3","2014-06-08","NOCA",264163359,"R/AL BU","band"
"Atlanta","FERNBANKGA3","2014-06-08","CACH",271053743,"BK, AL/P","band"
"Atlanta","FERNBANKGA4","2014-06-08","CACH",271053744,"G, AL/P","band"
"Atlanta","FERNBANKGA4","2014-06-08","CACH",271053745,"W/P, AL","band"
"Atlanta","COOGLOGA1","2014-06-09","CARW",266107972,"AL, W/O","band"
"Atlanta","COOGLOGA1","2014-06-09","TUTI",266107973,"W/AL, P","band"
"Atlanta","COOGLOGA1","2014-06-09","CACH",271053746,"BU, P/AL","band"
"Atlanta","WILEKATGA1","2014-06-11","NOCA",264163360,"G/BK, AL","band"
"Atlanta","WILEKATGA1","2014-06-11","NOCA",264163361,"O/O, AL","band"
"Atlanta","WILEKATGA1","2014-06-11","AMRO",127242444,"G, AL/P","band"
"Atlanta","WILEKATGA1","2014-06-11","AMRO",127242445,"W, P/AL","band"
"Atlanta","PLANANDGA1","2014-06-12","NOCA",264163350,"R, AL/BK","resight-participant"
"Atlanta","SARANJGA1","2014-06-12","NOCA",264163362,"Y/AL, BK","band"
"Atlanta","BELNIKGA1","2014-06-13","NOCA",264163363,"P/AL, O","band"
"Atlanta","BELNIKGA1","2014-06-13","NOCA",264163364,"R/AL BU","band"
"Atlanta","BELNIKGA1","2014-06-13","GRCA",264163365,"G/G, AL","band"
"Atlanta","GHIGLOGA1","2014-06-14","AMRO",127242446,"W/P, AL","band"
"Atlanta","GHIGLOGA1","2014-06-14","CARW",266107974,"BU, W/AL","band"
"Atlanta","GHIGLOGA1","2014-06-14","CARW",266107975,"R/G, AL","band"
"Atlanta","PLANANDGA1","2014-06-14","NOCA",264163352,"BU, W/AL","resight-participant"
"Atlanta","BRADVALGA1","2014-06-15","NOCA",264163321,"W, Y/AL","resight-participant"
"Atlanta","KYLAINGA1","2014-06-15","AMRO",127242447,"BU, P/AL","band"
"Atlanta","KYLAINGA1","2014-06-15","NOCA",264163366,"R/AL BU","band"
"Atlanta","KYLAINGA1","2014-06-15","AMRO",127242448,"W, Y/AL","band"
"Atlanta","KYLAINGA1","2014-06-15","CARW",266107976,"AL, W/Y","band"
"Atlanta","KYLAINGA1","2014-06-15","NOCA",264163367,"G, Y/AL","band"
"Atlanta","PLANANDGA1","2014-06-15","NOCA",264163349,"W/AL, P","resight-participant"
"Atlanta","KRIVMAUGA1","2014-06-16","CACH",271053727,"G/G, AL","resight-participant"
"Atlanta","HERMIRGA1","2014-06-17","BRTH",127242449,"O/BK, AL","band"
"Atlanta","HERMIRGA1","2014-06-17","SOSP",266107977,"AL, BK/Y","band"
"Atlanta","HERMIRGA1","2014-06-17","NOCA",264163368,"R/BK, AL","band"
"Atlanta","HERMIRGA1","2014-06-17","BRTH",127242450,"AL, BK/Y","band"
"Atlanta","HERMIRGA1","2014-06-17","SOSP",266107978,"BK, AL/BU","band"
"Atlanta","KILJACGA1","2014-06-18","CARW",266107979,"R/AL BU","band"
"Atlanta","KILJACGA1","2014-06-18","SOSP",266107980,"G, AL/P","band"
"Atlanta","CHANSYLGA1","2014-06-19","CARW",266107981,"R, AL/BK","band"
"Atlanta","CHANSYLGA1","2014-06-19","NOCA",264163369,"AL/Y, G","band"
"Atlanta","CHANSYLGA1","2014-06-19","CARW",266107982,"O/AL, O","band"
"Atlanta","CHANSYLGA1","2014-06-19","BRTH",127242451,"G, AL/P","band"
"Atlanta","CHANSYLGA1","2014-06-19","CACH",271053747,"AL, O/P","band"
"Atlanta","CHANSYLGA1","2014-06-20","CARW",266107982,"O/AL, O","resight-participant"
"Atlanta","CHANSYLGA1","2014-06-20","CACH",271053747,"AL/O, P","resight-participant"
"Atlanta","DUKKARGA1","2014-06-20","CARW",266107983,"R/BK, AL","band"
"Atlanta","DUKKARGA1","2014-06-20","CACH",271053748,"W, Y/AL","band"
"Atlanta","DUKKARGA1","2014-06-20","BRTH",127242452,"G/G, AL","band"
"Atlanta","DUKKARGA1","2014-06-20","NOCA",264163370,"BU/G, AL","band"
"Atlanta","DUKKARGA1","2014-06-20","CACH",271053749,"AL, P/BU","band"
"Atlanta","DUKKARGA1","2014-06-20","CACH",271053750,"AL, W/O","band"
"Atlanta","DUKKARGA1","2014-06-20","TUTI",266107984,"W, Y/AL","band"
"Atlanta","DUKKARGA1","2014-06-20","NOCA",264163371,"Y, AL/Y","band"
"Atlanta","PAITOMGA1","2014-06-21","HOWR",271053751,"BK, AL/BU","band"
"Atlanta","PAITOMGA1","2014-06-21","SOSP",266107985,"W/P, AL","band"
"Atlanta","PAITOMGA1","2014-06-21","AMRO",127242453,"X, AL","band"
"Atlanta","PAITOMGA1","2014-06-21","BRTH",127242454,"BK/AL, BK","band"
"Atlanta","PAITOMGA1","2014-06-21","NOCA",264163372,"BK, BK/AL","band"
"Atlanta","PAITOMGA1","2014-06-21","SOSP",266107986,"BU, P/AL","band"
"Atlanta","PAITOMGA1","2014-06-21","NOCA",264163373,"BU, R/AL","band"
"Atlanta","PAITOMGA1","2014-06-21","BRTH",127242455,"R, AL/BK","band"
"Atlanta","PAITOMGA1","2014-06-21","AMRO",127242456,"R/G, AL","band"
"Atlanta","PAITOMGA1","2014-06-21","HOWR",271053752,"G/Y, AL","band"
"Atlanta","PAITOMGA1","2014-06-21","NOCA",264163374,"AL/Y, G","band"
"Atlanta","PAITOMGA1","2014-06-21","AMRO",127242457,"AL, BK/Y","band"
"Atlanta","PAITOMGA1","2014-06-21","TUTI",266107987,"R, AL/BK","band"
"Atlanta","PAITOMGA1","2014-06-21","NOCA",264163375,"P/O, AL","band"
"Atlanta","PAITOMGA1","2014-06-21","BRTH",127242458,"AL, P/BU","band"
"Atlanta","ALCKENGA1","2014-06-23","NOCA",264163376,"AL/G, R","band"
"Atlanta","ALCKENGA1","2014-06-23","NOCA",264163377,"R, R/AL","band"
"Atlanta","ALCKENGA1","2014-06-23","NOCA",264163378,"AL/Y, Y","band"
"Atlanta","ALCKENGA1","2014-06-23","SOSP",266107988,"W/AL, P","band"
"Atlanta","ALCKENGA1","2014-06-23","SOSP",266107989,"W, Y/AL","band"
"Atlanta","KRIVMAUGA1","2014-06-23","CACH",271053724,"AL, R/R","resight-participant"
"Atlanta","KRIVMAUGA1","2014-06-24","CACH",271053726,"W, P/AL","resight-participant"
"Atlanta","MARIJAYGA1","2014-06-24","TUTI",266107990,"R/G, AL","band"
"Atlanta","MARIJAYGA1","2014-06-24","NOMO",127242459,"O/BK, AL","band"
"Atlanta","CHANSYLGA1","2014-06-25","CARW",266107981,"R/AL BK","resight-participant"
"Atlanta","MCCAANNGA1","2014-06-25","CARW",266107994,"G, Y/AL","resight-participant"
"Atlanta","MCCAANNGA1","2014-06-25","NOCA",264163379,"BU/AL, R","band"
"Atlanta","MCCAANNGA1","2014-06-25","CARW",266107991,"R, O/AL","band"
"Atlanta","MCCAANNGA1","2014-06-25","CARW",266107992,"P/AL, O","band"
"Atlanta","MCCAANNGA1","2014-06-25","CARW",266107993,"O, O/AL","band"
"Atlanta","MCCAANNGA1","2014-06-25","CARW",266107994,"G, Y/AL","band"
"Atlanta","MCCAANNGA1","2014-06-25","CARW",266107995,"BU, AL/P","band"
"Atlanta","MCCAANNGA1","2014-06-25","TUTI",266107996,"AL, P/BU","band"
"Atlanta","MCCAANNGA1","2014-06-25","TUTI",266107997,"R/BK, AL","band"
"Atlanta","MCCAANNGA1","2014-06-26","NOCA",264163379,"BU/AL, R","resight-participant"
"Atlanta","WICJOHGA1","2014-06-26","AMRO",127242460,"W/AL, P","band"
"Atlanta","WICJOHGA1","2014-06-26","AMRO",127242461,"BK, AL/BU","band"
"Atlanta","WICJOHGA1","2014-06-26","NOCA",264163380,"R, Y/AL","band"
"Atlanta","WICJOHGA1","2014-06-26","NOCA",264163381,"P/AL, O","band"
"Atlanta","DECJASGA1","2014-06-27","GRCA",264163382,"BU, P/AL","band"
"Atlanta","DECJASGA1","2014-06-27","CARW",266107998,"BK/AL, BK","band"
"Atlanta","DECJASGA1","2014-06-27","NOCA",264163383,"R, O/AL","band"
"Atlanta","MCCAANNGA1","2014-06-28","CARW",266107995,"BU, AL/P","resight-participant"
"Atlanta","KRENMARGA1","2014-06-29","BRTH",127242462,"R/BK, AL","band"
"Atlanta","KRENMARGA1","2014-06-29","NOCA",264163384,"W/BK, AL","band"
"Atlanta","KRENMARGA1","2014-06-29","GRCA",264163385,"W/AL, P","band"
"Atlanta","KRENMARGA1","2014-06-29","GRCA",264163386,"G/G, AL","band"
"Atlanta","KRENMARGA1","2014-06-29","CARW",266107999,"G/BK, AL","band"
"Atlanta","KRENMARGA1","2014-06-29","CACH",271053753,"AL/Y, G","band"
"Atlanta","KRENMARGA1","2014-06-29","CACH",271053754,"R, O/AL","band"
"Atlanta","KRENMARGA1","2014-06-29","GRCA",264163387,"AL, O/P","band"
"Atlanta","KRENMARGA1","2014-06-29","CACH",271053755,"BU, W/AL","band"
"Atlanta","KRENMARGA1","2014-06-29","CACH",271053756,"R, Y/AL","band"
"Atlanta","KRIVMAUGA1","2014-06-29","CACH",271053728,"O/AL, O","resight-participant"
"Atlanta","MCCAANNGA1","2014-06-29","TUTI",266107996,"AL, P/BU","resight-participant"
"Atlanta","FLOANGGA1","2014-06-30","AMRO",127242463,"G/G, AL","band"
"Atlanta","FLOANGGA1","2014-06-30","GRCA",264163388,"R/G, AL","band"
"Atlanta","FLOANGGA1","2014-06-30","GRCA",264163389,"AL, P/BU","band"
"Atlanta","FLOANGGA1","2014-06-30","GRCA",264163390,"AL, W/O","band"
"Atlanta","FLOANGGA1","2014-06-30","GRCA",264163391,"BU, W/AL","band"
"Atlanta","KRENMARGA1","2014-06-30","GRCA",264163386,"G/G, AL","resight-participant"
"Atlanta","KRIVMAUGA1","2014-06-30","NOCA",264163323,"G/Y, AL","resight-participant"
"Atlanta","KRIVMAUGA1","2014-06-30","NOCA",264163323,"G/Y, AL","resight-participant"
"Atlanta","CARTJOYGA1","2014-07-01","CARW",266107928,"O/P, AL","resight-participant"
"Atlanta","CHANSYLGA1","2014-07-01","CARW",266107982,"O/AL, O","resight-participant"
"Atlanta","SHERNYLGA1","2014-07-01","NOCA",264163392,"W/BK, AL","band"
"Atlanta","SHERNYLGA1","2014-07-01","NOCA",264163393,"R, AL/P","band"
"Atlanta","SHERNYLGA1","2014-07-01","TUTI",266108000,"BU, W/AL","band"
"Atlanta","SHERNYLGA1","2014-07-01","TUTI",266131801,"AL, W/Y","band"
"Atlanta","SHERNYLGA1","2014-07-01","TUTI",266131802,"Y/P, AL","band"
"Atlanta","SHERNYLGA1","2014-07-01","CARW",266131803,"Y/AL, BK","band"
"Atlanta","SHERNYLGA1","2014-07-01","BRTH",127242464,"AL, W/O","band"
"Atlanta","SHERNYLGA1","2014-07-01","NOCA",264163394,"AL, BK/R","band"
"Atlanta","SHERNYLGA1","2014-07-01","NOCA",264163395,"O, P/AL","band"
"Atlanta","SHERNYLGA1","2014-07-01","NOCA",264163396,"AL/R, G","band"
"Atlanta","SHERNYLGA1","2014-07-01","NOCA",264163397,"Y, BU/AL","band"
"Atlanta","SHERNYLGA1","2014-07-01","CACH",271053757,"AL, O/BU","band"
"Atlanta","KRIVMAUGA1","2014-07-02","CACH",271053725,"W/Y, AL","resight-participant"
"Atlanta","TOTCARGA1","2014-07-02","NOCA",264163398,"BU, BK/AL","band"
